Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
2284;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;MORATALAZ;AV;199;ESQ  C/ DR. GARCIA TAPIA;CORREG. DIEGO VALDE.;MORATALAZ, AV Nº199 ESQ  C/ DR. GARCIA TAPIA CORREG. DIEGO VALDE.;445659;4473635;SI;32;445549,558;4473427,463;-3.641747341;40.40977766
2286;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;MORATALAZ;AV;182;FTE AL Nº 187;AV DR. GARCIA TAPIA;MORATALAZ, AV Nº182 FRENTE AL Nº 187 AV DR. GARCIA TAPIA;445568;4473558;SI;32;445458,558;4473350,464;-3.64281323;40.40907805
2289;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;LUIS DE HOYOS SAINZ;CALLE;0;FTE Nº50;C/ PICO ARTILLEROS;LUIS DE HOYOS SAINZ, CALLE Nº0 FTE Nº50 C/ PICO ARTILLEROS;446001;4473077;SI;32, N8;445891,553;4472869,458;-3.63766936;40.40477312
2291;;MARQUESINA MOD XXI 5-M REDUCIDA;MORATALAZ;LUIS DE HOYOS SAINZ;CALLE;0;ESQ C/ FUENTE CARRANTONA;C/ PICO ARTILLEROS;LUIS DE HOYOS SAINZ, CALLE Nº0 ESQ C/ FUENTE CARRANTONA C/ PICO ARTILLEROS;446241;4472985;SI;32;446131,551;4472777,454;-3.634833286;40.40395986
2293;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;VALDEBERNARDO;CALLE;0;ANTES C/ LUIS DE HOYOS SAINZ;C/LUIS HOYOS S.;VALDEBERNARDO, CALLE Nº0 ANTES C/ LUIS DE HOYOS SAINZ C/LUIS HOYOS S.;446531;4472944;SI;32;446421,549;4472736,45;-3.631412347;40.40360918
2305;;MARQUESINA MOD XXI 4-M STD;LATINA;VILLAMANIN;CALLE;56;-;Pº EXTREMADURA;VILLAMANIN, CALLE Nº56 - Pº EXTREMADURA;436166;4473271;SI;33, 65;436056,617;4473063,564;-3.753588326;40.4058246
2307;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;SAN CAYETANO;PZA;;ESQ. C/ AZCONA;C/ FRANCISCO SILVELA;SAN CAYETANO, PZA. Nº ESQ. C/ AZCONA C/ FRANCISCO SILVELA;443236;4476342;SI;1;443126,581;4476134,5;-3.670545041;40.434002
2308;;MARQUESINA MOD XXI 5-M STD;ARGANZUELA;SANTA Mª DE LA CABEZA;Pº;4;ESQ. GTA. CARLOS V;PZA ELIPTICA;SANTA Mª DE LA CABEZA, Pº Nº4 ESQ. GTA. CARLOS V PZA ELIPTICIA;441219;4473368;SI;36, 41, 119;441109,585;4473160,52;-3.694049712;40.40707063
2310;;MARQUESINA MOD XXI 5-M STD;ARGANZUELA;IMPERIAL;Pº;0;FTE Nº 50;Pº PONTONES;IMPERIAL, Pº Nº0 FTE Nº 50  Pº PONTONES;439445,0625;4472798,5;SI;36, 62;439335,656;4472591,033;-3.714901062;40.40181313
2313;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;IMPERIAL;Pº;0;FTE Nº 53;GTA PIRAMIDES;IMPERIAL, Pº Nº0 FTE Nº 53 GTA PIRAMIDES;439352,4063;4473060;SI;36, 62;439243,001;4472852,535;-3.71601783;40.4041621
2317;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;VIRGEN DEL PUERTO;Pº;29;-;GTA SAN VICENTE;VIRGEN DEL PUERTO, Pº Nº29  GTA SAN VICENTE;438918,6563;4473840;SI;36, 50, 62;438809,256;4473632,54;-3.721204138;40.41115697
2319;;MARQUESINA MOD XXI 4-M REDUCIDA ;ARGANZUELA;JUAN DUQUE;CALLE;14;ESQ C/ MANZANARES;Pº MELANCOLICOS;JUAN DUQUE, CALLE Nº14 ESQ C/ MANZANARES Pº MELANCOLICOS;439063,4688;4474060,5;SI;36, 50;438954,068;4473853,04;-3.71951857;40.41315395
2321;;MARQUESINA MOD XXI 4-M REDUCIDA;ARGANZUELA;JUAN DUQUE;CALLE;34;ESQ. C/ PIZARRA;Pº MELANCOLICOS;JUAN DUQUE, CALLE Nº34 ESQ. C/ PIZARRA Pº MELANCOLICOS;439051,4688;4473727;SI;36, 50;438942,067;4473519,539;-3.71962805;40.41014876
2322;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;MELANCOLICOS (DE LOS);Pº;12;DESP C/ RUY GONZALEZ CLAVIJO;Pº PONTONES;MELANCOLICOS (DE LOS), Pº Nº12 DESP C/ RUY GONZALEZ CLAVIJO Pº PONTONES;439023;4473481;SI;36, 50, 62;438913,598;4473273,539;-3.719939989;40.40793059
2323;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;MELANCOLICOS (DE LOS);Pº;18;-;Pº PONTONES;MELANCOLICOS (DE LOS), Pº Nº18  Pº PONTONES;438952,875;4473192,5;SI;36, 50, 62;438843,472;4472985,038;-3.720738731;40.40532651
2324;;MARQUESINA MOD XXI 5-M REDUCIDA;LATINA;SEBASTIAN ALVARO;CALLE;0;JTO CTRA EXTREMADURA;CTRA ARAVACA;SEBASTIAN ALVARO, CALLE Nº0 JTO CTRA EXTREMADURA CTRA ARAVACA;434541,8438;4471946;SI;36;434432,473;4471738,577;-3.772591866;40.39376237
2325;;MARQUESINA MOD XXI 5-M REDUCIDA ;LATINA;PADRE PIQUER;AV;27;-;CTRA EXTREMADUR;PADRE PIQUER, AVD Nº27 - CTRA EXTREMADUR;435015;4471679;SI;36, 131;434905,623;4471471,571;-3.76698973;40.3913942
2330;;MARQUESINA MOD XXI 5-M REDUCIDA;CIUDAD LINEAL;ALCALA;CALLE;278;ESQ C/ MATEO GARCIA 20 M.;AV. ARAGON;ALCALA, CALLE Nº278 ESQ C/ MATEO GARCIA 20 M. AV. ARAGON;444716;4476152;SI;38, N5;444606,573;4475944,479;-3.653079836;40.43239009
2333;;MARQUESINA MOD XXI 5-M REDUCIDA ;CIUDAD LINEAL;ALCALA;CALLE;339;DESP C/ VIRGEN SAGRARIO (2 MARQ);PUERTA DEL SOL;ALCALA, CALLE Nº339 DESP. C/ VIRGEN SAGRARIO (2 MARQ) PUERTA DEL SOL;445150;4476269;SI;38, 113, N5;445040,572;4476061,474;-3.64797334;40.43347283
2335;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;ALCALA;CALLE;371;ANT C/ HNOS. DE PABLO;PUERTA DEL SOL;ALCALA, CALLE Nº371 ANTES C/ HNOS. DE PABLO PUERTA DEL SOL;445504;4476479;SI;38, 109, 113, N5;445394,571;4476271,469;-3.643817836;40.4353879
2338;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;POBLADURA DEL VALLE;CALLE;0;FTE. Nº5;AJALVIR A VICALVARO;POBLADURA DEL VALLE, CALLE Nº0 FTE. Nº5 AJALVIR A VICALVARO;447065,5625;4475060,5;SI;38, 48, 165, N6;446956,12;4474852,945;-3.625288959;40.42271009
2343;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;AMPOSTA;CALLE;0;ESQ. POBLADURA DEL VALLE;AV. GUADALAJARA;AMPOSTA, CALLE Nº0  ESQ. POBLADURA DEL VALLE AV. GUADALAJARA;447436,1563;4475333;SI;38, 48, 165, N6;447326,714;4475125,439;-3.620943018;40.42518844
2344;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;AMPOSTA;CALLE;0;JTO. C/ TEJEDORES;C/ ALBERIQUE;AMPOSTA, CALLE Nº0 JTO. C/ TEJEDORES C/ ALBERIQUE;447319;4475617;SI;38;447209,559;4475409,441;-3.622347613;40.42773947
2350;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;HELLIN;AV;34;ESQ. C/ ALBERIQUE;POBLADURA DEL V;HELLIN, AV. Nº34 ESQ. C/ ALBERIQUE POBLADURA DEL V;447868;4475892;SI;38, 153;447758,559;4475684,433;-3.615898201;40.43025143
2354;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;POBLADURA DEL VALLE;CALLE;0;ESQ C/ ALCONERA;PZA AMPOSTA;POBLADURA DEL VALLE, CALLE Nº0 ESQ C/ ALCONERA PZA AMPOSTA;447660;4475526;SI;48, N6;447550,558;4475318,436;-3.618320194;40.42694122
2355;;MARQUESINA MOD XXI 5-M STD;CENTRO;TOLEDO;RDA;0;FTE C/ SANTOCILDES (2ª MARQ);PUERTA TOLEDO;TOLEDO, RONDA Nº0 FTE C/ SANTOCILDES (2ª MARQ) PUERTA TOLEDO;440394;4473192;SI;41, 60, 148, C1;440284,589;4472984,527;-3.703755721;40.40542646
2357;;MARQUESINA MOD XXI 4-M STD;CENTRO;TOLEDO;RDA;3;DESP RIVERA CURTIDORES;PUERTA DE TOLEDO;TOLEDO, RONDA Nº3 DESP RIVERA CURTIDORES PUERTA DE TOLEDO;440065;4473272;SI;41, 60, 148, C1;439955,591;4473064,53;-3.70764037;40.40612351
2362;;MARQUESINA MOD XXI 5-M STD;ARGANZUELA;SEGOVIA;RDA;32;ESQ C/ LIMON;PUERTA TOLEDO;SEGOVIA, RONDA Nº32 ESQ C/ LIMON PUERTA TOLEDO;439400,0938;4473505;SI;C2;439290,69;4473297,535;-3.715498243;40.40817434
2364;;MARQUESINA MOD XXI 5-M REDUCIDA ;ARGANZUELA;SEGOVIA;RDA;0;ESQ Pº IMPERIAL-FRENTE Nº 31;CTA PUERTA TOLEDO;SEGOVIA, RONDA Nº0 ESQ Pº IMPERIAL-FRENTE Nº 31 CTA PUERTA TOLEDO;439203,0625;4473747;SI;C2;439093,661;4473539,538;-3.717843378;40.41034001
2365;;MARQUESINA MOD XXI 5-M REDUCIDA ;CENTRO;SEGOVIA;RDA;1;ESQ C/ SEGOVIA A 50MTS;C/ SEGOVIA;SEGOVIA, RONDA Nº1 ESQ C/ SEGOVIA A 50MTS C/ SEGOVIA;439272;4474070;SI;41, C1;439162,598;4473862,538;-3.717061757;40.41325478
2376;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;CAMILO JOSÉ CELA;AV;0;ESQ. C/ CORAZON DE MARIA;AV. GUINDALERA;CAMILO JOSÉ CELA, AV. Nº0 ESQ. C/ CORAZON DE MARIA AV. GUINDALERA;443517;4477318;SI;43;443407,583;4477110,497;-3.667318926;40.44281344
2377;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;CORAZON DE MARIA;CALLE;0;ESQ C/ SANTA HORTENSIA;C/ ALFONSO XIII;CORAZON DE MARIA, CALLE Nº0 ESQ C/ SANTA HORTENSIA C/ ALFONSO XIII;443539;4477416;SI;43, 72;443429,583;4477208,497;-3.667068231;40.44369776
2383;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL PERON;AV;0;FTE Nº 38;INFANTA MERCEDES;GENERAL PERON, AV. Nº0 FTE Nº 38 INFANTA MERCEDES;441337,0313;4478408,5;SI;43;441227,631;4478201,028;-3.693123935;40.45248616
2384;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL PERON;AV;38;FTE C/ POETA JOAN MARAGALL;Pº CASTELLANA;GENERAL PERON, AV. Nº38 FTE C/ POETA JOAN MARAGALL Pº CASTELLANA;441322;4478380;SI;43;441212,599;4478172,528;-3.693298561;40.45222835
2385;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL PERON;AV;0;FTE Nº 6;INFANTA MERCEDE;GENERAL PERON, AV. Nº0 FTE Nº 6 INFANTA MERCEDE;440879,875;4478446,5;SI;43;440770,478;4478239,033;-3.698518617;40.45279608
2389;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;SAN FRANCISCO DE SALES;Pº;1;ESQ. PZA CRISTO REY;PZA CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº1 ESQ. PZA CRISTO REY PZA CRISTO REY;439298;4477035;SI;44, N21;439188,608;4476827,545;-3.717038439;40.43996667
2390;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;SAN FRANCISCO DE SALES;Pº;28;PROX. C/ ANDRES MELLADO;AV. REINA VICTORIA;SAN FRANCISCO DE SALES, Pº Nº28 PROX. C/ ANDRES MELLADO AV. REINA VICTORIA;439522;4477176;SI;12, 44;439412,606;4476968,543;-3.71441078;40.44125318
2391;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;SAN FRANCISCO DE SALES;Pº;23;ESQ. C/ GRAL AMPUDIA;PZA. CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº23 ESQ. C/ GRAL AMPUDIA PZA. CRISTO REY;439491;4477204;SI;44;439381,607;4476996,543;-3.714778961;40.44150316
2393;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SAN FRANCISCO DE SALES;Pº;33;ESQ C/GUZMAN EL BUENO;PZA CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº33 ESQ C/GUZMAN EL BUENO PZA CRISTO REY;439626;4477315;SI;44, N21;439516,606;4477107,542;-3.71319775;40.44251291
2403;;MARQUESINA MOD XXI 4-M STD;TETUAN;OFELIA NIETO;CALLE;;DESP. Pº DE LA DIRECCION;FRANCOS RODRIGUEZ;OFELIA NIETO, CALLE DESP. Pº DE LA DIRECCION FRANCOS RODRIGUEZ;440117,1875;4479611;SI;44;440007,802;4479403,546;-3.707622716;40.46323174
2405;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;VALLADOLID;AV;0;FTE Nº 13;PTE. FRANCESES;VALLADOLID, AVD Nº0 FTE Nº 13 PTE. FRANCESES;438430;4475550;SI;46;438320,609;4475342,549;-3.727128743;40.42652536
2408;;MARQUESINA MOD XXI 5-M REDUCIDA ;MONCLOA-ARAVACA;VALLADOLID;AV;41;ESQ C/ ALMUÑECAR 10 MTS;Pº FLORIDA;VALLADOLID, AVD Nº41 ESQ C/ ALMUÑECAR 10 MTS Pº FLORIDA;438216;4475797;SI;46, N20;438106,611;4475589,552;-3.729675417;40.42873457
2409;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;VALLADOLID;AV;0;FTE Nº 61;PTE. FRANCESES;VALLADOLID, AVD Nº0 FTE Nº 61 PTE. FRANCESES;438030;4476121;SI;46;437920,613;4475913,555;-3.731899675;40.43163945
2412;18246;MARQUESINA MOD XXI 5-M REDUCIDA ;MONCLOA-ARAVACA;VALLADOLID;AV;81;JTO PISCINA LAGO 6 MTS;Pº FLORIDA;VALLADOLID, AVD Nº81 JTO PISCINA LAGO 6 MTS Pº FLORIDA;437904,6875;4476264;SI;46, N20;437795,303;4476056,557;-3.733390962;40.4329183
2414;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;MARTIN FIERRO;AV;0;ESQ C/OBISPO TREJO;AVD SENECA;MARTIN FIERRO, AV Nº0 DESP C/OBISPO TREJO AVD SENECA;438059;4476617,5;SI;46, 160, 161, N20;437949,615;4476410,056;-3.731606187;40.43611427
2415;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;JUAN DE HERRERA;AV;0;ESQ AV MARTIN FIERRO;GTA C. CISNEROS;JUAN DE HERRERA, AV Nº0 DESP AV MARTIN FIERRO GTA C. CISNEROS;438036,3125;4476878;SI;46, N20, U;437926,929;4476670,557;-3.731899073;40.43845927
2418;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;JUAN DE HERRERA;AV;0;ESQ GTA. CARDENAL CISNEROS;AV. MARTIN FIERRO;JUAN DE HERRERA, AV Nº0 DESP GLTA. CARDENAL CISNEROS AV. MARTIN FIERRO;438428,3438;4477024,5;SI;46, 160, 161;438318,958;4476817,054;-3.727291125;40.43980812
2420;;MARQUESINA MOD XXI 4-M REDUCIDA;ARGANZUELA;TORTOSA;CALLE;4;-;MENDEZ ALVARO;TORTOSA, CALLE Nº4 - MENDEZ ALVARO;441322;4473270;SI;47, 55, 247;441212,584;4473062,519;-3.692826835;40.40619506
2421;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;ANCORA;CALLE;1;ESQ. Pº DELICIAS;PALOS DE LA FRONTERA;ANCORA, CALLE Nº1 ESQ. Pº DELICIAS PALOS DE LA FRONTERA;441277;4472941;SI;8, 47, 55, 102, 247;441167,583;4472733,519;-3.693326789;40.40322809
2424;;MARQUESINA MOD XXI 4-M STD;USERA;MARCELO USERA;CALLE;;DESP C/ FERROVIARIOS;PZA ELIPTICA;MARCELO USERA, CALLE Nº DESP C/ FERROVIARIOS PZA ELIPTICA;440229,375;4471041;SI;47, 247, N15;440119,957;4470833,524;-3.705493825;40.38603737
2426;;MARQUESINA MOD XXI 5-M STD;USERA;MARCELO USERA;CALLE;114;;;MARCELO USERA, 114;439928;4471002;SI;47, 247, N15;439818,583;4470794,526;-3.709040694;40.38566436
2428;;MARQUESINA MOD XXI 4-M STD;USERA;MARCELO USERA;CALLE;150;DESP. C/ MANUEL NOVA;PZA. ELIPTICA;MARCELO USERA, CALLE Nº150 DESP. C/ MANUEL NOVA PZA. ELIPTICA;439632;4470972;SI;47, 60, 81, 247;439522,585;4470764,528;-3.712525052;40.3853727
2431;;MARQUESINA MOD XXI 4-M STD;USERA;MARCELO USERA;CALLE;167;FTE Nº 170;LEGAZPI;MARCELO USERA, CALLE Nº167 FTE Nº 170 LEGAZPI;439365;4470956;SI;47, 247;439255,586;4470748,53;-3.715669062;40.38520917
2433; ;MARQUESINA MOD XXI 5-M STD;USERA;MARCELO USERA;CALLE;0;ESQ Pº SANTA Mª DE LA CABEZA;PZA. ELIPTICA;MARCELO USERA, CALLE Nº ESQ Pº SANTA Mª DE LA CABEZA PZA. ELIPTICA;439349,1563;4470971,5;SI;47, 81, 247;439239,742;4470764,03;-3.715857193;40.38534765
2436;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ABRANTES;AV;14;ESQ PZA SETUBAL;AV POBLADOS;ABRANTES, AV Nº14 ESQ PZA SETUBAL AV POBLADOS;438700;4470864;SI;47, 247;438590,588;4470656,534;-3.72349456;40.38433171
2437;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;SETUBAL;PZA;0;FTE Nº 16;AV OPORTO;SETUBAL, PZA Nº0 FTE Nº 16  AV OPORTO;438646,4688;4470816;SI;47, 108;438537,057;4470608,535;-3.724120579;40.38389537
2439;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ABRANTES;AV;54;ESQ C/ ALFONSO MARTINEZ CONDE;AV POBLADOS;ABRANTES, AV Nº54 ESQ C/ ALFONSO MARTINEZ CONDE AV POBLADOS;438278;4470474;SI;47, 108;438168,587;4470266,537;-3.728428281;40.38078724
2443;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ABRANTES;AV;0;FTE. Nº149;AV POBLADOS;ABRANTES, AV Nº0 FTE. Nº149 AV POBLADOS;437931;4470129;SI;47, 108;437821,585;4469921,539;-3.732482399;40.37765354
2447;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;BESOLLA;CALLE;0;FTE Nº 11;AV ABRANTES;BESOLLA, CALLE Nº0 FTE Nº 11 AV ABRANTES;437736;4469957;SI;47, 108, 118, N16;437626,584;4469749,54;-3.734762623;40.37608953
2449;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;CARCASTILLO;CALLE;29;FTE REFORMATORIO;C/ BESOLLA;CARCASTILLO, CALLE Nº29 FTE REFORMATORIO C/ BESOLLA;437486;4470133;SI;47, 108, 118, N16;437376,587;4469925,542;-3.737724724;40.3776563
2451;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;BELZUNEGUI;CALLE;15;ESQ C/ ARISTIGUI;C/ CARCASTILLO;BELZUNEGUI, CALLE Nº15 ESQ C/ ARISTIGUI  C/ CARCASTILLO;437373,9375;4469978;SI;47, 118, N16;437264,525;4469770,543;-3.739029546;40.37625157
2452;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;BELZUNEGUI;CALLE;58;ANTES AV DE LOS POBLADOS;AV POBLADOS;BELZUNEGUI, CALLE Nº58 ANTES AV DE LOS POBLADOS AV POBLADOS;437382;4469761;SI;47, 118, N16;437272,584;4469553,542;-3.738913255;40.37429734
2454;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;ALISEDA;CALLE;43;FTE Nº 34;PZA LOS NAVARROS;ALISEDA, CALLE Nº43 FRET AL Nº 34 PZA LOS NAVARROS;437105,5;4469720,5;SI;47, 108, 118, N16;436996,086;4469513,045;-3.74216616;40.37391167
2457;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ANTONIA RGUEZ SACRISTAN;CALLE;0;FTE Nº 37;AV POBLADOS;ANTONIA RGUEZ SACRISTAN, CALLE Nº0 FTE Nº 37 AV POBLADOS;436829,7813;4469620;SI;47, 108, 118, 121, 131;436720,369;4469412,547;-3.745403877;40.37298547
2458;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;ANTONIA RGUEZ SACRISTAN;CALLE;13;FTE INSALUD;EUGENIA MONTIJO;ANTONIA RGUEZ SACRISTAN, CALLE Nº13 FTE INSALUD EUGENIA MONTIJO;436652,4375;4469654,5;SI;47, 121, 131;436543,028;4469447,049;-3.747496199;40.37328279
2461;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;POBLADOS (DE LOS);AV;0;ESQ C/ CARABANCHEL BAJO;CTRA TOLEDO;POBLADOS (DE LOS), AVD Nº0 ESQ C/ CARABANCHEL BAJO CTRA TOLEDO;436686;4469867;SI;47, 121, 131;436576,592;4469659,549;-3.74712198;40.37519964
2462;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;POBLADOS (DE LOS);AV;0;ESQ C/ EUGENIA DE MONTIJO;CTRA EXTREMADUR;POBLADOS (DE LOS), AVD Nº0 ESQ C/ EUGENIA DE MONTIJO CTRA EXTREMADUR;436541,5625;4470001;SI;47, 121, 131;436432,158;4469793,551;-3.748836675;40.37639578
2467;;MARQUESINA MOD XXI 4-M REDUCIDA;CARABANCHEL;CLARA CAMPOAMOR;CALLE;0;FTE Nº 15;C/ CARCASTILLO;CLARA CAMPOAMOR, CALLE Nº0 FTE Nº 15 C/ CARCASTILLO;437841,9375;4470943,5;SI;247;437732,532;4470736,04;-3.733610981;40.3849843
2468;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;CLARA CAMPOAMOR;CALLE;0;FTE Nº 31;C/ CARCASTILLO;CLARA CAMPOAMOR, CALLE Nº0 FTE Nº 31 C/ CARCASTILLO;437857,4063;4470792;SI;247;437747,998;4470584,54;-3.733413967;40.38362067
2469;;MARQUESINA MOD XXI 4-M REDUCIDA;CARABANCHEL;TARIFA;PZA;4;ESQ C/ ALVAREZ DE AVELLAN;Cº Vº LEGANES;TARIFA, PZA Nº4 ESQ C/ ALVAREZ DE AVELLAN Cº Vº LEGANES;438109,25;4470824,5;SI;247;437999,841;4470617,038;-3.730450235;40.38393219
2471;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;OPORTO;AV;49;PROX. Cº VIEJO DE LEGANES.;PZA. ELIPTICA;OPORTO, AV Nº49 PROX. Cº VIEJO DE LEGANES. PZA. ELIPTICA;438381,4063;4471062;SI;55, 81, 108, 247, N17;438271,998;4470854,537;-3.727267005;40.38609188
2472;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;OPORTO;AV;25;ESQ. C/ PORTOALEGRE;PZA. ELIPTICA;OPORTO, AV Nº25 ESQ. C/ PORTOALEGRE PZA. ELIPTICA;438719,0938;4470982;SI;55, 81, 247, N17;438609,683;4470774,534;-3.723280971;40.38539612
2476;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;BRESCIA;CALLE;1;ESQ. AV. BRUSELAS;AV. DE BRUSELAS;BRESCIA, CALLE Nº1 ESQ. AV. BRUSELAS AV. DE BRUSELAS;443808,7813;4476627;SI;48;443699,36;4476419,492;-3.663817365;40.43660833
2478;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;DONOSTIARRA;AV;23;ESQ PZA JOSE BANUS;M-30;DONOSTIARRA, AV Nº23 ESQ PZA JOSE BANUS M-30;444422;4476438;SI;21, 48;444312,576;4476230,484;-3.656570923;40.43494694
2503;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;VICTOR DE LA SERNA;CALLE;2;FTE  Nº 1;C/PARAGUAY;VICTOR DE LA SERNA, CALLE Nº2 FRENTE AL Nº 1 C/PARAGUAY;442971;4478368;SI;52;442861,591;4478160,508;-3.673851188;40.45223506
2508;;MARQUESINA MOD XXI 5-M REDUCIDA ;CHAMARTIN;DRACENA;CALLE;0;ESQ C/ Mª MAGDALENA;ALFONSO XIII;DRACENA, CALLE Nº0 ESQ.MªMAGDALENA ALFONSO XIII;443268;4479609;SI;52;443158,597;4479401,508;-3.670459648;40.4634349
2509;;MARQUESINA MOD XXI 5-M REDUCIDA ;CHAMARTIN;TORPEDERO TUCUMAN;CALLE;1;ESQ. ALFONSO XIII;ALFONSO XIII;TORPEDERO TUCUMAN, CALLE Nº1 ESQ. ALFONSO XIII ALFONSO XIII;442986;4479331;SI;52;442876,596;4479123,511;-3.673760793;40.46091124
2512;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PUERTO RICO;CALLE;21;ESQ. URUGUAY;RAMON Y CAJAL;PUERTO RICO, CALLE Nº21 ESQ. URUGUAY RAMON Y CAJAL;442942;4478692;SI;52;442832,593;4478484,509;-3.674222299;40.45515181
2514;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;PIO FELIPE;CALLE;0;FTE ALCAMPO;MORATALAZ;PIO FELIPE, CALLE Nº0 FTE ALCAMPO MORATALAZ;444630;4471716;SI;54, 143;444520,557;4471508,475;-3.653707626;40.39242235
2515;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;PIO FELIPE;CALLE;36;AV ALBUFERA;AV ALBUFERA;PIO FELIPE, CALLE Nº36 AV ALBUFERA AV ALBUFERA;444574,625;4471701;SI;54, 143, N10;444465,183;4471493,476;-3.654358771;40.39228354
2516;;MARQUESINA MOD XXI 4-M REDUCIDA ;PUENTE DE VALLECAS;PIO FELIPE;CALLE;0;FTE PARQUE DE BOMBEROS;MORATALAZ;PIO FELIPE, CALLE Nº0 FTE PARQUE DE BOMBEROS MORATALAZ;444766,125;4472003;SI;54, 141, 143;444656,682;4471795,474;-3.652128641;40.39501686
2517;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;PIO FELIPE;CALLE;0;JTO PARQUE DE BOMBEROS;AV ALBUFERA;PIO FELIPE, CALLE Nº0 JTO PARQUE DE BOMBEROS AV ALBUFERA;444745;4472034;SI;54, 141, 143, N10;444635,558;4471826,474;-3.652380244;40.39529473
2518;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;BENJAMIN PALENCIA;CALLE;18;-;AV PABLO NERUDA;BENJAMIN PALENCIA, CALLE Nº18 - AV PABLO NERUDA;445056;4471956;SI;54;444946,555;4471748,47;-3.648709027;40.39461264
2521;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;MALGRAT DE MAR;CALLE;0;FTE C/ PONT DE MOLINS;BENJAMIN PALENC;MALGRAT DE MAR, CALLE Nº0 FTE C/ PONT DE MOLINS BENJAMIN PALENC;445506,9688;4471891;SI;54, N10;445397,521;4471683,463;-3.643389788;40.39405671
